"SIC4","NAICS6","SIC_Description","NAICS_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"3575","334113","Computer terminals","Computer Terminal Manufacturing",122,20865,1345998930,1,1,1
"3577","334119","Computer peripheral equipment, n.e.c.","Other Computer Peripheral Equipment Manufacturing",953,75598,4364385195,1,1,1
"3578","333313","Calculating & accounting equipment","Office Machinery Manufacturing",186,14381,704927854,0.16,0.16,0.14
"3578","334119","Calculating & accounting equipment","Other Computer Peripheral Equipment Manufacturing",953,75598,4364385195,0.84,0.84,0.86
"3579","333313","Office machines, n.e.c.","Office Machinery Manufacturing",186,14381,704927854,0.3,0.4,0.51
"3579","334518","Office machines, n.e.c.","Watch, Clock, and Part Manufacturing",207,9843,349544176,0.34,0.27,0.25
"3579","339942","Office machines, n.e.c.","Lead Pencil and Art Good Manufacturing",223,11594,326063160,0.36,0.32,0.24
"3581","333311","Automatic merchandising machines","Automatic Vending Machine Manufacturing",200,9369,296094519,1,1,1
"3582","333312","Commercial laundry equipment","Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",92,5831,188675130,1,1,1
"3585","333415","Refrigeration & heating equipment","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing",1145,124517,4098374566,0.91,0.85,0.81
"3585","336391","Refrigeration & heating equipment","Motor Vehicle Air-Conditioning Manufacturing",109,22656,950595672,0.09,0.15,0.19
"3586","333913","Measuring & dispensing pumps","Measuring and Dispensing Pump Manufacturing",56,5409,195104423,1,1,1
"3589","333319","Service industry machinery, n.e.c.","Other Commercial and Service Industry Machinery Manufacturing",1773,66140,2453447609,1,1,1
"3592","336311","Carburetors, pistons, rings, & valves","Carburetor, Piston, Piston Ring, and Valve Manufacturing",209,22071,818066626,1,1,1
"3593","333995","Fluid power cylinders & actuators","Fluid Power Cylinder and Actuator Manufacturing",463,19858,717048587,1,1,1
"3594","333996","Fluid power pumps & motors","Fluid Power Pump and Motor Manufacturing",288,27086,1248385241,1,1,1
"3596","333997","Scales & balances, except laboratory","Scale and Balance (except Laboratory) Manufacturing",152,5942,195578507,1,1,1
"3599","332710","Industrial machinery, n.e.c.","Machine Shops",21557,249109,8408738703,0.78,0.57,0.56
"3599","332999","Industrial machinery, n.e.c.","All Other Miscellaneous Fabricated Metal Product Manufacturing",2654,70365,2200451230,0.1,0.16,0.15
"3599","333319","Industrial machinery, n.e.c.","Other Commercial and Service Industry Machinery Manufacturing",1773,66140,2453447609,0.06,0.15,0.16
"3599","333999","Industrial machinery, n.e.c.","All Other Miscellaneous General Purpose Machinery Manufacturing",1796,50956,1972074906,0.06,0.12,0.13
"3612","335311","Transformers","Power, Distribution, and Specialty Transformer Manufacturing",484,38209,1230041032,1,1,1
"3613","335313","Switchgear & switchboard apparatus","Switchgear and Switchboard Apparatus Manufacturing",810,43293,1569836958,1,1,1
"3621","335312","Motors & generators","Motor and Generator Manufacturing",750,77687,2537903517,1,1,1
"3624","335991","Carbon & graphite products","Carbon and Graphite Product Manufacturing",128,10047,389655788,1,1,1
"3625","335314","Relays & industrial controls","Relay and Industrial Control Manufacturing",1159,59908,2426399128,1,1,1
"3629","335999","Electrical industrial apparatus, n.e.c.","All Other Miscellaneous Electrical Equipment and Component Manufacturing",770,31286,1060287372,1,1,1
"3631","335221","Household cooking equipment","Household Cooking Appliance Manufacturing",115,19342,549721615,1,1,1
"3632","335222","Household refrigerators & freezers","Household Refrigerator and Home Freezer Manufacturing",45,24300,838384750,1,1,1
"3633","335224","Household laundry equipment","Household Laundry Equipment Manufacturing",47,14020,584063324,1,1,1
"3634","333414","Electric housewares & fans","Heating Equipment (except Warm Air Furnaces) Manufacturing",414,23437,793212262,0.7,0.53,0.57
"3634","335211","Electric housewares & fans","Electric Housewares and Household Fan Manufacturing",181,21110,609035777,0.3,0.47,0.43
"3635","335212","Household vacuum cleaners","Household Vacuum Cleaner Manufacturing",58,10911,340058797,1,1,1
"3639","333298","Household appliances, n.e.c.","All Other Industrial Machinery Manufacturing",1296,37334,1558470619,0.92,0.61,0.66
"3639","335212","Household appliances, n.e.c.","Household Vacuum Cleaner Manufacturing",58,10911,340058797,0.04,0.18,0.14
"3639","335228","Household appliances, n.e.c.","Other Major Household Appliance Manufacturing",60,13316,450146620,0.04,0.22,0.19
"3641","335110","Electric lamps","Electric Lamp Bulb and Part Manufacturing",258,21311,900812302,1,1,1
"3643","335931","Currentgcarrying wiring devices","Current-Carrying Wiring Device Manufacturing",722,63627,2256388773,1,1,1
"3644","335932","Noncurrentgcarrying wiring devices","Noncurrent-Carrying Wiring Device Manufacturing",199,13784,447461190,1,1,1
"3645","335121","Residential lighting fixtures","Residential Electric Lighting Fixture Manufacturing",710,23530,580708086,1,1,1
"3646","335122","Commercial lighting fixtures","Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",399,26375,862727927,1,1,1
"3647","336321","Vehicular lighting equipment","Vehicular Lighting Equipment Manufacturing",138,18684,757623794,1,1,1
"3648","335129","Lighting equipment, n.e.c.","Other Lighting Equipment Manufacturing",351,13774,437135498,1,1,1
"3651","334310","Household audio & video equipment","Audio and Video Equipment Manufacturing",792,53865,1981024132,1,1,1
"3652","334612","Prerecorded records & tapes","Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",697,28007,866777375,1,1,1
"3661","334210","Telephone & telegraph apparatus","Telephone Apparatus Manufacturing",749,93183,5448061966,0.37,0.53,0.64
"3661","334416","Telephone & telegraph apparatus","Electronic Coil, Transformer, and Other Inductor Manufacturing",418,19350,487446512,0.21,0.11,0.06
"3661","334418","Telephone & telegraph apparatus","Printed Circuit Assembly (Electronic Assembly) Manufacturing",872,64801,2570863055,0.43,0.37,0.3
"3663","334220","Radio & TV communications equipment","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",1376,123901,6000025234,1,1,1
"3669","334290","Communications equipment, n.e.c.","Other Communications Equipment Manufacturing",670,29887,1208635687,1,1,1
"3671","334411","Electron tubes","Electron Tube Manufacturing",111,22534,977624927,1,1,1
"3672","334412","Printed circuit boards","Bare Printed Circuit Board Manufacturing",2117,122708,3878934619,1,1,1
"3674","334413","Semiconductors & related devices","Semiconductor and Related Device Manufacturing",1464,263890,15971063156,1,1,1
"3675","334414","Electronic capacitors","Electronic Capacitor Manufacturing",123,17266,494676748,1,1,1
"3676","334415","Electronic resistors","Electronic Resistor Manufacturing",104,10244,292208591,1,1,1
"3677","334416","Electronic coils & transformers","Electronic Coil, Transformer, and Other Inductor Manufacturing",418,19350,487446512,1,1,1
"3678","334417","Electronic connectors","Electronic Connector Manufacturing",259,21531,708505473,1,1,1
"3679","334220","Electronic components, n.e.c.","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",1376,123901,6000025234,0.29,0.31,0.36
"3679","334418","Electronic components, n.e.c.","Printed Circuit Assembly (Electronic Assembly) Manufacturing",872,64801,2570863055,0.18,0.16,0.15
"3679","334419","Electronic components, n.e.c.","Other Electronic Component Manufacturing",1512,94039,3510134138,0.31,0.23,0.21
"3679","336322","Electronic components, n.e.c.","Other Motor Vehicle Electrical and Electronic Equipment Manufacturing",1060,123148,4710604493,0.22,0.3,0.28
"3691","335911","Storage batteries","Storage Battery Manufacturing",167,24090,894942903,1,1,1
"3692","335912","Primary batteries, dry & wet","Primary Battery Manufacturing",90,13978,565306596,1,1,1
"3694","336322","Engine electrical equipment","Other Motor Vehicle Electrical and Electronic Equipment Manufacturing",1060,123148,4710604493,1,1,1
"3695","334613","Magnetic & optical recording media","Magnetic and Optical Recording Media Manufacturing",224,15435,581388671,1,1,1
"3699","332212","Electrical equipment & supplies, n.e.c.","Hand and Edge Tool Manufacturing",1311,52904,1824790669,0.1,0.07,0.05
"3699","333292","Electrical equipment & supplies, n.e.c.","Textile Machinery Manufacturing",609,14999,513792257,0.05,0.02,0.01
"3699","333293","Electrical equipment & supplies, n.e.c.","Printing Machinery and Equipment Manufacturing",670,23456,1050618569,0.05,0.03,0.03
"3699","333314","Electrical equipment & supplies, n.e.c.","Optical Instrument and Lens Manufacturing",557,20525,980028990,0.04,0.03,0.03
"3699","333315","Electrical equipment & supplies, n.e.c.","Photographic and Photocopying Equipment Manufacturing",428,27138,1582995526,0.03,0.04,0.04
"3699","333319","Electrical equipment & supplies, n.e.c.","Other Commercial and Service Industry Machinery Manufacturing",1773,66140,2453447609,0.13,0.09,0.07
"3699","333512","Electrical equipment & supplies, n.e.c.","Machine Tool (Metal Cutting Types) Manufacturing",1504,45375,1968877043,0.11,0.06,0.06
"3699","333618","Electrical equipment & supplies, n.e.c.","Other Engine Equipment Manufacturing",291,57457,2606492703,0.02,0.08,0.07
"3699","333992","Electrical equipment & supplies, n.e.c.","Welding and Soldering Equipment Manufacturing",329,20907,928937440,0.02,0.03,0.03
"3699","334119","Electrical equipment & supplies, n.e.c.","Other Computer Peripheral Equipment Manufacturing",953,75598,4364385195,0.07,0.1,0.12
"3699","334510","Electrical equipment & supplies, n.e.c.","Electromedical and Electrotherapeutic Apparatus Manufacturing",671,53415,2619022797,0.05,0.07,0.07
"3699","334511","Electrical equipment & supplies, n.e.c.","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",857,166810,9520028710,0.06,0.22,0.27
"3699","334516","Electrical equipment & supplies, n.e.c.","Analytical Laboratory Instrument Manufacturing",659,33576,1704397681,0.05,0.04,0.05
"3699","334519","Electrical equipment & supplies, n.e.c.","Other Measuring and Controlling Device Manufacturing",1074,33991,1441869761,0.08,0.05,0.04
"3699","335129","Electrical equipment & supplies, n.e.c.","Other Lighting Equipment Manufacturing",351,13774,437135498,0.03,0.02,0.01
"3699","335999","Electrical equipment & supplies, n.e.c.","All Other Miscellaneous Electrical Equipment and Component Manufacturing",770,31286,1060287372,0.06,0.04,0.03
"3699","339114","Electrical equipment & supplies, n.e.c.","Dental Equipment and Supplies Manufacturing",570,15306,548371393,0.04,0.02,0.02
"3711","336111","Motor vehicles & car bodies","Automobile Manufacturing",258,148188,9073190940,0.17,0.42,0.47
"3711","336112","Motor vehicles & car bodies","Light Truck and Utility Vehicle Manufacturing",67,73122,4454318606,0.04,0.21,0.23
"3711","336120","Motor vehicles & car bodies","Heavy Duty Truck Manufacturing",133,43373,2004830279,0.09,0.12,0.1
"3711","336211","Motor vehicles & car bodies","Motor Vehicle Body Manufacturing",1029,81153,3103339697,0.67,0.23,0.16
"3711","336992","Motor vehicles & car bodies","Military Armored Vehicle, Tank, and Tank Component Manufacturing",44,9790,539296057,0.03,0.03,0.03
"3713","336211","Truck & bus bodies","Motor Vehicle Body Manufacturing",1029,81153,3103339697,1,1,1
"3714","336211","Motor vehicle parts & accessories","Motor Vehicle Body Manufacturing",1029,81153,3103339697,0.17,0.13,0.12
"3714","336312","Motor vehicle parts & accessories","Gasoline Engine and Engine Parts Manufacturing",974,77050,3455663727,0.16,0.12,0.13
"3714","336322","Motor vehicle parts & accessories","Other Motor Vehicle Electrical and Electronic Equipment Manufacturing",1060,123148,4710604493,0.17,0.19,0.18
"3714","336330","Motor vehicle parts & accessories","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing",296,63051,3241604253,0.05,0.1,0.12
"3714","336340","Motor vehicle parts & accessories","Motor Vehicle Brake System Manufacturing",330,44281,1754404460,0.05,0.07,0.07
"3714","336350","Motor vehicle parts & accessories","Motor Vehicle Transmission and Power Train Parts Manufacturing",569,94082,4984640302,0.09,0.15,0.19
"3714","336399","Motor vehicle parts & accessories","All Other Motor Vehicle Parts Manufacturing",1921,165643,5462135527,0.31,0.26,0.2
"3715","336212","Truck trailers","Truck Trailer Manufacturing",518,32551,909817888,1,1,1
"3716","336213","Motor homes","Motor Home Manufacturing",141,18132,534468096,1,1,1
"3721","336411","Aircraft","Aircraft Manufacturing",442,279978,15260764650,1,1,1
"3724","336412","Aircraft engines & engine parts","Aircraft Engine and Engine Parts Manufacturing",578,97607,5190203468,1,1,1
"3728","332912","Aircraft parts & equipment, n.e.c.","Fluid Power Valve and Hose Fitting Manufacturing",652,43439,1707406635,0.22,0.22,0.21
"3728","333995","Aircraft parts & equipment, n.e.c.","Fluid Power Cylinder and Actuator Manufacturing",463,19858,717048587,0.15,0.1,0.09
"3728","333996","Aircraft parts & equipment, n.e.c.","Fluid Power Pump and Motor Manufacturing",288,27086,1248385241,0.1,0.14,0.15
"3728","336413","Aircraft parts & equipment, n.e.c.","Other Aircraft Parts and Auxiliary Equipment Manufacturing",1596,102735,4521797389,0.53,0.53,0.55
"3731","336611","Ship building & repairing","Ship Building and Repairing",593,118502,4582328872,1,1,1
"3732","336612","Boat building & repairing","Boat Building",1210,48077,1259385193,0.13,0.62,0.66
"3732","811490","Boat building & repairing","Other Personal and Household Goods Repair and Maintenance",8032,30015,645915522,0.87,0.38,0.34
"3743","333911","Railroad equipment","Pump and Pumping Equipment Manufacturing",655,34536,1472868809,0.71,0.52,0.55
"3743","336510","Railroad equipment","Railroad Rolling Stock Manufacturing",274,31491,1189590711,0.29,0.48,0.45
"3751","336991","Motorcycles, bicycles, & parts","Motorcycle, Bicycle, and Parts Manufacturing",469,20574,729768549,1,1,1
"3761","336414","Guided missiles & space vehicles","Guided Missile and Space Vehicle Manufacturing",67,56462,3405204897,1,1,1
"3764","336415","Space propulsion units & parts","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing",48,13415,713933093,1,1,1
"3769","336419","Space vehicle equipment, n.e.c.","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing",67,12036,692928236,1,1,1
"3792","336214","Travel trailer & campers","Travel Trailer and Camper Manufacturing",801,32790,860375419,1,1,1
"3795","336992","Tanks & tank components","Military Armored Vehicle, Tank, and Tank Component Manufacturing",44,9790,539296057,1,1,1
"3799","332212","Transportation equipment, n.e.c.","Hand and Edge Tool Manufacturing",1311,52904,1824790669,0.54,0.54,0.6
"3799","336214","Transportation equipment, n.e.c.","Travel Trailer and Camper Manufacturing",801,32790,860375419,0.33,0.34,0.28
"3799","336999","Transportation equipment, n.e.c.","All Other Transportation Equipment Manufacturing",322,11787,354491938,0.13,0.12,0.12
